time,temperature,chanceOfRain,windSpeedMph,windDirection,weatherType,weatherTypeDescription
06:00,16,14,19,S,2,Partly Cloudy
07:00,16,24,21,SSW,7,Light Cloud
08:00,17,38,23,SSW,12,Light Rain
09:00,17,31,25,SSW,11,Drizzle
10:00,18,37,26,SSW,12,Light Rain
11:00,18,49,25,SSW,12,Light Rain
12:00,19,24,28,SW,3,Sunny Intervals
13:00,19,8,29,SW,3,Sunny Intervals
14:00,18,0,28,SW,3,Sunny Intervals
15:00,18,0,27,SW,3,Sunny Intervals
16:00,18,0,26,SW,3,Sunny Intervals
17:00,17,0,23,SW,3,Sunny Intervals
18:00,17,0,21,SW,3,Sunny Intervals
19:00,16,0,19,WSW,2,Partly Cloudy
20:00,16,0,17,WSW,0,Clear Sky
21:00,15,0,15,WSW,0,Clear Sky
22:00,15,0,13,W,0,Clear Sky
23:00,14,0,10,WSW,0,Clear Sky
00:00,14,0,9,WSW,0,Clear Sky
01:00,14,0,9,WSW,0,Clear Sky
02:00,14,0,8,WSW,2,Partly Cloudy
03:00,14,0,7,SW,2,Partly Cloudy
04:00,14,0,9,SW,2,Partly Cloudy
05:00,14,0,13,SSW,2,Partly Cloudy
