time,temperature,chanceOfRain,windSpeedMph,windDirection,weatherType,weatherTypeDescription
06:00,16,10,32,SSW,7,Light Cloud
07:00,16,22,33,SSW,7,Light Cloud
08:00,16,24,34,SSW,7,Light Cloud
09:00,17,34,33,SSW,10,Light Rain Showers
10:00,17,58,34,S,12,Light Rain
11:00,17,36,34,S,12,Light Rain
12:00,17,0,34,S,7,Light Cloud
13:00,17,0,34,S,3,Sunny Intervals
14:00,18,0,34,S,3,Sunny Intervals
15:00,18,0,34,S,3,Sunny Intervals
16:00,18,0,33,S,3,Sunny Intervals
17:00,18,0,32,S,3,Sunny Intervals
18:00,18,0,31,S,3,Sunny Intervals
19:00,18,0,33,S,3,Sunny Intervals
20:00,18,0,34,S,2,Partly Cloudy
21:00,17,0,36,S,2,Partly Cloudy
22:00,17,20,35,SSW,12,Light Rain
23:00,17,65,35,SSW,12,Light Rain
00:00,17,47,33,SSW,12,Light Rain
01:00,17,30,31,SSW,7,Light Cloud
02:00,17,70,26,SW,12,Light Rain
03:00,17,61,21,SW,12,Light Rain
04:00,16,27,18,WSW,2,Partly Cloudy
05:00,16,0,15,WSW,2,Partly Cloudy
