time,temperature,chanceOfRain,windSpeedMph,windDirection,weatherType,weatherTypeDescription
06:00,18,0,5,NNE,0,Clear Sky
07:00,18,0,5,NNE,1,Sunny
08:00,19,0,5,NE,1,Sunny
09:00,21,0,6,NE,1,Sunny
10:00,23,0,7,NE,1,Sunny
11:00,24,0,7,ENE,1,Sunny
12:00,25,0,8,E,1,Sunny
13:00,25,0,8,ESE,1,Sunny
14:00,25,0,7,ESE,1,Sunny
15:00,25,0,7,ESE,1,Sunny
16:00,25,0,8,ESE,1,Sunny
17:00,24,0,7,ESE,1,Sunny
18:00,23,0,6,ESE,1,Sunny
19:00,22,0,5,ESE,1,Sunny
20:00,21,0,5,E,0,Clear Sky
21:00,21,0,7,E,0,Clear Sky
22:00,20,0,7,ENE,0,Clear Sky
23:00,20,0,6,ENE,0,Clear Sky
00:00,19,0,9,NE,0,Clear Sky
01:00,19,20,6,ENE,0,Clear Sky
02:00,19,0,11,NE,0,Clear Sky
03:00,19,20,7,NE,0,Clear Sky
04:00,19,20,7,NE,0,Clear Sky
05:00,19,21,7,ENE,0,Clear Sky
